mati,13.67,2023-07-05
mati,16.36,2023-07-05
mati,16.70,2023-07-05
,19.38,2023-07-05
,20.16,2023-07-05
mati,21.50,2023-07-05
mati,22.56,2023-07-05
,22.59,2023-07-05
miki,23.30,2023-07-05
miki,23.64,2023-07-05
mati,24.72,2023-07-05
miki,25.76,2023-07-05
Marcin,25.94,2023-07-05
miki,26.29,2023-07-05
miki,27.52,2023-07-05
miki,27.57,2023-07-05
miki,28.58,2023-07-05
Marcin,28.64,2023-07-05
Marcin,29.52,2023-07-05
,32.49,2023-07-05
Marcin,33.52,2023-07-05
